,8
p,-15.7
k,7
db,0.5523905648618228
cp,1.6786722064950699
sp,27.924615396504123
gyh_db,0.11111177325258068
gyh_cp,0.11805295451992022
gyh_sp,0.0
zb,0.08506912525627039
exemplars,[ 17  74  80 106 122 123 143]
labels,"[ 17  17  17  17  17  17  17  17  17  17  17  17  17 106 106 106 106  17
  17 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106
  80  80 106 106 106  80  80  80 106 106 106 106 106 106 106 106 106 106
  80  80 106 106 106 106 106 106  17 106 106 106  80  80  80  80  80  80
  80  80  74  80  80  80  80  80  80  80  80  80  80 106 106 106 106 106
 106 106 106 106 106 106 106 106 106  17  17  17  17 106 106 106 106 106
 106 106 106  17  17  17  17 106  17  17  17  17  17  17 122 123  17  17
  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17 143
  17]"
