p,k,db,cp,sp,exemplars,labels
-22.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-23.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-24.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-25.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-26.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-27.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-28.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-29.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-30.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-31.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-32.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-33.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-34.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-35.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-36.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-37.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-38.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-39.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-40.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-41.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-42.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-43.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-44.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-45.5,4,0.0,0.0,35.12308054681333,[0 1 2 3],[0 1 2 3]
-46.5,4,1.4243900291090468,11.274245956540362,35.12308054681333,[0 1 2 3],[0 3 2 1]
-47.5,4,1.4243900291090468,11.274245956540362,35.12308054681333,[0 1 2 3],[0 3 2 1]
-48.5,4,1.4243900291090468,11.274245956540362,35.12308054681333,[0 1 2 3],[0 3 2 1]
